"subid","order","trial","request_type","question_type","correct","age","gender","ethnicity","experimenter","comments","age_fct"
"180801-01","1","9","please_idq","polite",NA,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","10","idq","polite",NA,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","11","please","polite",NA,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","12","idq","polite",NA,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180806-01","1","1","please","polite",NA,3.56,"F","","IR","",3
"180806-01","1","2","please","polite",NA,3.56,"F","","IR","",3
"180806-01","1","3","idq","polite",NA,3.56,"F","","IR","",3
"180806-01","1","4","please_idq","polite",NA,3.56,"F","","IR","",3
"180806-01","1","5","please","polite",NA,3.56,"F","","IR","",3
"180806-01","1","6","please_idq","polite",NA,3.56,"F","","IR","",3
"180806-01","1","7","idq","polite",NA,3.56,"F","","IR","",3
"180806-01","1","8","please_idq","polite",NA,3.56,"F","","IR","",3
"180806-01","1","9","please_idq","polite",NA,3.56,"F","","IR","",3
"180806-01","1","10","idq","polite",NA,3.56,"F","","IR","",3
"180806-01","1","11","please","polite",NA,3.56,"F","","IR","",3
"180806-01","1","12","idq","polite",NA,3.56,"F","","IR","",3
"180806-02","1","1","please","polite",NA,3.56,"M","","IR","",3
"180806-02","1","2","please","polite",NA,3.56,"M","","IR","",3
"180806-02","1","3","idq","polite",NA,3.56,"M","","IR","",3
"180806-02","1","4","please_idq","polite",NA,3.56,"M","","IR","",3
"180806-02","1","5","please","polite",NA,3.56,"M","","IR","",3
"180806-02","1","6","please_idq","polite",NA,3.56,"M","","IR","",3
"180806-02","1","7","idq","polite",NA,3.56,"M","","IR","",3
"180806-02","1","8","please_idq","polite",NA,3.56,"M","","IR","",3
"180806-02","1","9","please_idq","polite",NA,3.56,"M","","IR","",3
"180806-02","1","10","idq","polite",NA,3.56,"M","","IR","",3
"180806-02","1","11","please","polite",NA,3.56,"M","","IR","",3
"180806-02","1","12","idq","polite",NA,3.56,"M","","IR","",3
"180419-01","2","1","idq","polite",1,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","2","please","rude",0,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","3","idq","rude",1,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","4","please_idq","polite",1,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","5","idq","rude",1,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","6","please_idq","polite",1,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","7","please_idq","rude",1,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","8","please","polite",1,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","9","please_idq","rude",1,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","10","idq","polite",1,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","11","please","rude",0,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","12","please","polite",1,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180426-02","2","1","idq","polite",0,3.8,"F","C","ES","",3
"180426-02","2","2","please","rude",1,3.8,"F","C","ES","",3
"180426-02","2","3","idq","rude",1,3.8,"F","C","ES","",3
"180426-02","2","4","please_idq","polite",0,3.8,"F","C","ES","",3
"180426-02","2","5","idq","rude",1,3.8,"F","C","ES","",3
"180426-02","2","6","please_idq","polite",1,3.8,"F","C","ES","",3
"180426-02","2","7","please_idq","rude",1,3.8,"F","C","ES","",3
"180426-02","2","8","please","polite",1,3.8,"F","C","ES","",3
"180426-02","2","9","please_idq","rude",1,3.8,"F","C","ES","",3
"180426-02","2","10","idq","polite",0,3.8,"F","C","ES","",3
"180426-02","2","11","please","rude",1,3.8,"F","C","ES","",3
"180426-02","2","12","please","polite",1,3.8,"F","C","ES","",3
"180501-02","2","1","idq","polite",0,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","2","please","rude",1,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","3","idq","rude",1,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","4","please_idq","polite",1,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","5","idq","rude",1,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","6","please_idq","polite",1,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","7","please_idq","rude",1,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","8","please","polite",1,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","9","please_idq","rude",1,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","10","idq","polite",1,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180503-01","2","1","idq","polite",0,3.930555556,"M","A, F","ES","",3
"180503-01","2","2","please","rude",0,3.930555556,"M","A, F","ES","",3
"180503-01","2","3","idq","rude",1,3.930555556,"M","A, F","ES","",3
"180503-01","2","4","please_idq","polite",1,3.930555556,"M","A, F","ES","",3
"180503-01","2","5","idq","rude",1,3.930555556,"M","A, F","ES","",3
"180503-01","2","6","please_idq","polite",1,3.930555556,"M","A, F","ES","",3
"180503-01","2","7","please_idq","rude",1,3.930555556,"M","A, F","ES","",3
"180503-01","2","8","please","polite",1,3.930555556,"M","A, F","ES","",3
"180503-01","2","9","please_idq","rude",1,3.930555556,"M","A, F","ES","",3
"180503-01","2","10","idq","polite",1,3.930555556,"M","A, F","ES","",3
"180503-01","2","11","please","rude",1,3.930555556,"M","A, F","ES","",3
"180503-01","2","12","please","polite",1,3.930555556,"M","A, F","ES","",3
"180517-02","2","1","idq","polite",0,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","2","please","rude",0,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","3","idq","rude",0,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","4","please_idq","polite",1,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","5","idq","rude",1,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","6","please_idq","polite",1,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","7","please_idq","rude",1,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","8","please","polite",1,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","9","please_idq","rude",1,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","10","idq","polite",0,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","11","please","rude",0,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","12","please","polite",1,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180711-02","2","1","idq","polite",1,4.2,"F","","IR","",4
"180711-02","2","2","please","rude",0,4.2,"F","","IR","",4
"180711-02","2","3","idq","rude",1,4.2,"F","","IR","",4
"180711-02","2","4","please_idq","polite",1,4.2,"F","","IR","",4
"180711-02","2","5","idq","rude",0,4.2,"F","","IR","",4
"180711-02","2","6","please_idq","polite",1,4.2,"F","","IR","",4
"180711-02","2","7","please_idq","rude",0,4.2,"F","","IR","",4
"180711-02","2","8","please","polite",1,4.2,"F","","IR","",4
"180711-02","2","9","please_idq","rude",1,4.2,"F","","IR","",4
"180711-02","2","10","idq","polite",0,4.2,"F","","IR","",4
"180711-02","2","11","please","rude",0,4.2,"F","","IR","",4
"180711-02","2","12","please","polite",1,4.2,"F","","IR","",4
"180711-03","2","1","idq","polite",0,4.48,"F","","IR","",4
"180711-03","2","2","please","rude",1,4.48,"F","","IR","",4
"180711-03","2","3","idq","rude",0,4.48,"F","","IR","",4
"180711-03","2","4","please_idq","polite",1,4.48,"F","","IR","",4
"180711-03","2","5","idq","rude",1,4.48,"F","","IR","",4
"180711-03","2","6","please_idq","polite",1,4.48,"F","","IR","",4
"180711-03","2","7","please_idq","rude",1,4.48,"F","","IR","",4
"180711-03","2","8","please","polite",1,4.48,"F","","IR","",4
"180711-03","2","9","please_idq","rude",1,4.48,"F","","IR","",4
"180711-03","2","10","idq","polite",1,4.48,"F","","IR","",4
"180711-03","2","11","please","rude",1,4.48,"F","","IR","",4
"180711-03","2","12","please","polite",1,4.48,"F","","IR","",4
"180713-03","2","1","idq","polite",1,3.62,"M","","IR","",3
"180713-03","2","2","please","rude",0,3.62,"M","","IR","",3
"180713-03","2","3","idq","rude",0,3.62,"M","","IR","",3
"180713-03","2","4","please_idq","polite",1,3.62,"M","","IR","",3
"180713-03","2","5","idq","rude",1,3.62,"M","","IR","",3
"180713-03","2","6","please_idq","polite",1,3.62,"M","","IR","",3
"180713-03","2","7","please_idq","rude",1,3.62,"M","","IR","",3
"180713-03","2","8","please","polite",1,3.62,"M","","IR","",3
"180713-03","2","9","please_idq","rude",1,3.62,"M","","IR","",3
"180713-03","2","10","idq","polite",1,3.62,"M","","IR","",3
"180713-03","2","11","please","rude",1,3.62,"M","","IR","",3
"180713-03","2","12","please","polite",1,3.62,"M","","IR","",3
"180713-05","2","1","idq","polite",1,3.33,"M","","IR","",3
"180713-05","2","2","please","rude",0,3.33,"M","","IR","",3
"180713-05","2","3","idq","rude",1,3.33,"M","","IR","",3
"180713-05","2","4","please_idq","polite",1,3.33,"M","","IR","",3
"180713-05","2","5","idq","rude",1,3.33,"M","","IR","",3
"180713-05","2","6","please_idq","polite",0,3.33,"M","","IR","",3
"180713-05","2","7","please_idq","rude",1,3.33,"M","","IR","",3
"180713-05","2","8","please","polite",1,3.33,"M","","IR","",3
"180713-05","2","9","please_idq","rude",1,3.33,"M","","IR","",3
"180713-05","2","10","idq","polite",0,3.33,"M","","IR","",3
"180713-05","2","11","please","rude",0,3.33,"M","","IR","",3
"180713-05","2","12","please","polite",1,3.33,"M","","IR","",3
"180718-02","2","1","idq","polite",1,4.45,"M","","IR","",4
"180718-02","2","2","please","rude",1,4.45,"M","","IR","",4
"180718-02","2","3","idq","rude",1,4.45,"M","","IR","",4
"180718-02","2","4","please_idq","polite",0,4.45,"M","","IR","",4
"180718-02","2","5","idq","rude",1,4.45,"M","","IR","",4
"180718-02","2","6","please_idq","polite",1,4.45,"M","","IR","",4
"180718-02","2","7","please_idq","rude",1,4.45,"M","","IR","",4
"180718-02","2","8","please","polite",0,4.45,"M","","IR","",4
"180718-02","2","9","please_idq","rude",1,4.45,"M","","IR","",4
"180718-02","2","10","idq","polite",0,4.45,"M","","IR","",4
"180718-02","2","11","please","rude",1,4.45,"M","","IR","",4
"180718-02","2","12","please","polite",0,4.45,"M","","IR","",4
"180718-03","2","1","idq","polite",1,3.82,"F","","IR","",3
"180718-03","2","2","please","rude",1,3.82,"F","","IR","",3
"180718-03","2","3","idq","rude",1,3.82,"F","","IR","",3
"180718-03","2","4","please_idq","polite",1,3.82,"F","","IR","",3
"180718-03","2","5","idq","rude",0,3.82,"F","","IR","",3
"180718-03","2","6","please_idq","polite",1,3.82,"F","","IR","",3
"180718-03","2","7","please_idq","rude",1,3.82,"F","","IR","",3
"180718-03","2","8","please","polite",1,3.82,"F","","IR","",3
"180718-03","2","9","please_idq","rude",1,3.82,"F","","IR","",3
"180718-03","2","10","idq","polite",1,3.82,"F","","IR","",3
"180718-03","2","11","please","rude",1,3.82,"F","","IR","",3
"180718-03","2","12","please","polite",1,3.82,"F","","IR","",3
"180727-01","2","1","idq","polite",1,3.54,"M","","IR","",3
"180727-01","2","2","please","rude",0,3.54,"M","","IR","",3
"180727-01","2","3","idq","rude",1,3.54,"M","","IR","",3
"180727-01","2","4","please_idq","polite",1,3.54,"M","","IR","",3
"180727-01","2","5","idq","rude",1,3.54,"M","","IR","",3
"180727-01","2","6","please_idq","polite",1,3.54,"M","","IR","",3
"180727-01","2","7","please_idq","rude",0,3.54,"M","","IR","",3
"180727-01","2","8","please","polite",1,3.54,"M","","IR","",3
"180727-01","2","9","please_idq","rude",1,3.54,"M","","IR","",3
"180727-01","2","10","idq","polite",0,3.54,"M","","IR","",3
"180727-01","2","11","please","rude",0,3.54,"M","","IR","",3
"180727-01","2","12","please","polite",1,3.54,"M","","IR","",3
"180419-01","2","1","idq","polite",NA,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","2","please","polite",NA,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","3","idq","polite",NA,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","4","please_idq","polite",NA,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","6","please_idq","polite",NA,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","7","please_idq","polite",NA,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","8","please","polite",NA,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","9","please_idq","polite",NA,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","10","idq","polite",NA,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","11","please","polite",NA,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180419-01","2","12","please","polite",NA,4.775,"M","C","ES","Sound didn't work on first test trial; had to start game over (and then it worked)",4
"180426-02","2","1","idq","polite",NA,3.8,"F","C","ES","",3
"180426-02","2","2","please","polite",NA,3.8,"F","C","ES","",3
"180426-02","2","3","idq","polite",NA,3.8,"F","C","ES","",3
"180426-02","2","4","please_idq","polite",NA,3.8,"F","C","ES","",3
"180426-02","2","6","please_idq","polite",NA,3.8,"F","C","ES","",3
"180426-02","2","7","please_idq","polite",NA,3.8,"F","C","ES","",3
"180426-02","2","8","please","polite",NA,3.8,"F","C","ES","",3
"180426-02","2","9","please_idq","polite",NA,3.8,"F","C","ES","",3
"180426-02","2","10","idq","polite",NA,3.8,"F","C","ES","",3
"180426-02","2","11","please","polite",NA,3.8,"F","C","ES","",3
"180426-02","2","12","please","polite",NA,3.8,"F","C","ES","",3
"180501-02","2","1","idq","polite",NA,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","2","please","polite",NA,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","3","idq","polite",NA,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","4","please_idq","polite",NA,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","6","please_idq","polite",NA,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","7","please_idq","polite",NA,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","8","please","polite",NA,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","9","please_idq","polite",NA,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180501-02","2","10","idq","polite",NA,4.816666667,"F","C","ES","Asked to go back to classroom before end of game",4
"180503-01","2","1","idq","polite",NA,3.930555556,"M","A, F","ES","",3
"180503-01","2","2","please","polite",NA,3.930555556,"M","A, F","ES","",3
"180503-01","2","3","idq","polite",NA,3.930555556,"M","A, F","ES","",3
"180503-01","2","4","please_idq","polite",NA,3.930555556,"M","A, F","ES","",3
"180503-01","2","6","please_idq","polite",NA,3.930555556,"M","A, F","ES","",3
"180503-01","2","7","please_idq","polite",NA,3.930555556,"M","A, F","ES","",3
"180503-01","2","8","please","polite",NA,3.930555556,"M","A, F","ES","",3
"180503-01","2","9","please_idq","polite",NA,3.930555556,"M","A, F","ES","",3
"180503-01","2","10","idq","polite",NA,3.930555556,"M","A, F","ES","",3
"180503-01","2","11","please","polite",NA,3.930555556,"M","A, F","ES","",3
"180503-01","2","12","please","polite",NA,3.930555556,"M","A, F","ES","",3
"180517-02","2","1","idq","polite",NA,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","2","please","polite",NA,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","3","idq","polite",NA,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","4","please_idq","polite",NA,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","6","please_idq","polite",NA,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","7","please_idq","polite",NA,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","8","please","polite",NA,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","9","please_idq","polite",NA,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","10","idq","polite",NA,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","11","please","polite",NA,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180517-02","2","12","please","polite",NA,3.941666667,"M","C","ES","On last trial, it seemed like both choices were saying the same thing (?)",3
"180711-02","2","1","idq","polite",NA,4.2,"F","","IR","",4
"180711-02","2","2","please","polite",NA,4.2,"F","","IR","",4
"180711-02","2","3","idq","polite",NA,4.2,"F","","IR","",4
"180711-02","2","4","please_idq","polite",NA,4.2,"F","","IR","",4
"180711-02","2","6","please_idq","polite",NA,4.2,"F","","IR","",4
"180711-02","2","7","please_idq","polite",NA,4.2,"F","","IR","",4
"180711-02","2","8","please","polite",NA,4.2,"F","","IR","",4
"180711-02","2","9","please_idq","polite",NA,4.2,"F","","IR","",4
"180711-02","2","10","idq","polite",NA,4.2,"F","","IR","",4
"180711-02","2","11","please","polite",NA,4.2,"F","","IR","",4
"180711-02","2","12","please","polite",NA,4.2,"F","","IR","",4
"180711-03","2","1","idq","polite",NA,4.48,"F","","IR","",4
"180711-03","2","2","please","polite",NA,4.48,"F","","IR","",4
"180711-03","2","3","idq","polite",NA,4.48,"F","","IR","",4
"180711-03","2","4","please_idq","polite",NA,4.48,"F","","IR","",4
"180711-03","2","6","please_idq","polite",NA,4.48,"F","","IR","",4
"180711-03","2","7","please_idq","polite",NA,4.48,"F","","IR","",4
"180711-03","2","8","please","polite",NA,4.48,"F","","IR","",4
"180711-03","2","9","please_idq","polite",NA,4.48,"F","","IR","",4
"180711-03","2","10","idq","polite",NA,4.48,"F","","IR","",4
"180711-03","2","11","please","polite",NA,4.48,"F","","IR","",4
"180711-03","2","12","please","polite",NA,4.48,"F","","IR","",4
"180713-03","2","1","idq","polite",NA,3.62,"M","","IR","",3
"180713-03","2","2","please","polite",NA,3.62,"M","","IR","",3
"180713-03","2","3","idq","polite",NA,3.62,"M","","IR","",3
"180713-03","2","4","please_idq","polite",NA,3.62,"M","","IR","",3
"180713-03","2","6","please_idq","polite",NA,3.62,"M","","IR","",3
"180713-03","2","7","please_idq","polite",NA,3.62,"M","","IR","",3
"180713-03","2","8","please","polite",NA,3.62,"M","","IR","",3
"180713-03","2","9","please_idq","polite",NA,3.62,"M","","IR","",3
"180713-03","2","10","idq","polite",NA,3.62,"M","","IR","",3
"180713-03","2","11","please","polite",NA,3.62,"M","","IR","",3
"180713-03","2","12","please","polite",NA,3.62,"M","","IR","",3
"180713-05","2","1","idq","polite",NA,3.33,"M","","IR","",3
"180713-05","2","2","please","polite",NA,3.33,"M","","IR","",3
"180713-05","2","3","idq","polite",NA,3.33,"M","","IR","",3
"180713-05","2","4","please_idq","polite",NA,3.33,"M","","IR","",3
"180713-05","2","6","please_idq","polite",NA,3.33,"M","","IR","",3
"180713-05","2","7","please_idq","polite",NA,3.33,"M","","IR","",3
"180713-05","2","8","please","polite",NA,3.33,"M","","IR","",3
"180713-05","2","9","please_idq","polite",NA,3.33,"M","","IR","",3
"180713-05","2","10","idq","polite",NA,3.33,"M","","IR","",3
"180713-05","2","11","please","polite",NA,3.33,"M","","IR","",3
"180713-05","2","12","please","polite",NA,3.33,"M","","IR","",3
"180718-02","2","1","idq","polite",NA,4.45,"M","","IR","",4
"180718-02","2","2","please","polite",NA,4.45,"M","","IR","",4
"180718-02","2","3","idq","polite",NA,4.45,"M","","IR","",4
"180718-02","2","4","please_idq","polite",NA,4.45,"M","","IR","",4
"180718-02","2","6","please_idq","polite",NA,4.45,"M","","IR","",4
"180718-02","2","7","please_idq","polite",NA,4.45,"M","","IR","",4
"180718-02","2","8","please","polite",NA,4.45,"M","","IR","",4
"180718-02","2","9","please_idq","polite",NA,4.45,"M","","IR","",4
"180718-02","2","10","idq","polite",NA,4.45,"M","","IR","",4
"180718-02","2","11","please","polite",NA,4.45,"M","","IR","",4
"180718-02","2","12","please","polite",NA,4.45,"M","","IR","",4
"180718-03","2","1","idq","polite",NA,3.82,"F","","IR","",3
"180718-03","2","2","please","polite",NA,3.82,"F","","IR","",3
"180718-03","2","3","idq","polite",NA,3.82,"F","","IR","",3
"180718-03","2","4","please_idq","polite",NA,3.82,"F","","IR","",3
"180718-03","2","6","please_idq","polite",NA,3.82,"F","","IR","",3
"180718-03","2","7","please_idq","polite",NA,3.82,"F","","IR","",3
"180718-03","2","8","please","polite",NA,3.82,"F","","IR","",3
"180718-03","2","9","please_idq","polite",NA,3.82,"F","","IR","",3
"180718-03","2","10","idq","polite",NA,3.82,"F","","IR","",3
"180718-03","2","11","please","polite",NA,3.82,"F","","IR","",3
"180718-03","2","12","please","polite",NA,3.82,"F","","IR","",3
"180727-01","2","1","idq","polite",NA,3.54,"M","","IR","",3
"180727-01","2","2","please","polite",NA,3.54,"M","","IR","",3
"180727-01","2","3","idq","polite",NA,3.54,"M","","IR","",3
"180727-01","2","4","please_idq","polite",NA,3.54,"M","","IR","",3
"180727-01","2","6","please_idq","polite",NA,3.54,"M","","IR","",3
"180727-01","2","7","please_idq","polite",NA,3.54,"M","","IR","",3
"180727-01","2","8","please","polite",NA,3.54,"M","","IR","",3
"180727-01","2","9","please_idq","polite",NA,3.54,"M","","IR","",3
"180727-01","2","10","idq","polite",NA,3.54,"M","","IR","",3
"180727-01","2","11","please","polite",NA,3.54,"M","","IR","",3
"180727-01","2","12","please","polite",NA,3.54,"M","","IR","",3
