170228-03,1,0,L,R,mean,nice,1,1,2/28/2017,14:11
170228-03,1,1,R,L,polite,play,0,1,2/28/2017,14:11
170228-03,1,2,L,L,nice,comp,1,1,2/28/2017,14:11
170228-03,1,3,L,R,mean,play,1,1,2/28/2017,14:11
170228-03,1,4,L,L,nice,comp,0,0,2/28/2017,14:11
170228-03,1,5,R,L,mean,comp,1,1,2/28/2017,14:11
170228-03,1,6,R,R,polite,play,1,1,2/28/2017,14:11
170228-03,1,7,R,R,nice,play,1,1,2/28/2017,14:11
170228-03,1,8,R,L,mean,play,1,1,2/28/2017,14:11
170228-03,1,9,L,R,rude,comp,1,1,2/28/2017,14:11
170228-03,1,10,L,L,polite,comp,1,1,2/28/2017,14:11
170228-03,1,11,R,L,rude,play,1,1,2/28/2017,14:11
170228-03,1,12,L,R,rude,comp,1,1,2/28/2017,14:11
