170313-01,2,0,R,L,mean,nice,1,1,3/13/17,9:03
170313-01,2,1,L,R,polite,comp,0,1,3/13/17,9:03
170313-01,2,2,L,R,rude,play,1,1,3/13/17,9:03
170313-01,2,3,L,R,mean,play,0,0,3/13/17,9:03
170313-01,2,4,L,R,nice,play,0,1,3/13/17,9:03
170313-01,2,5,L,R,rude,comp,0,0,3/13/17,9:03
170313-01,2,6,L,R,polite,comp,1,0,3/13/17,9:03
170313-01,2,7,L,R,rude,play,0,0,3/13/17,9:03
170313-01,2,8,L,R,nice,comp,0,1,3/13/17,9:03
170313-01,2,9,L,R,mean,comp,0,0,3/13/17,9:03
170313-01,2,10,L,R,nice,play,1,0,3/13/17,9:03
170313-01,2,11,R,L,mean,comp,0,0,3/13/17,9:03
170313-01,2,12,L,R,polite,play,0,1,3/13/17,9:03
