170418-01,2,0,L,L,mean,nice,0,1,4/18/2017,13:40
170418-01,2,1,R,R,polite,comp,1,1,4/18/2017,13:40
170418-01,2,2,R,R,rude,play,0,1,4/18/2017,13:40
170418-01,2,3,L,L,mean,play,0,1,4/18/2017,13:40
170418-01,2,4,R,R,nice,play,1,1,4/18/2017,13:40
170418-01,2,5,L,R,rude,undefined,0,0,4/18/2017,13:40
170418-01,2,6,L,L,polite,comp,1,1,4/18/2017,13:40
170418-01,2,7,L,L,rude,comp,0,1,4/18/2017,13:40
170418-01,2,8,R,R,nice,play,1,1,4/18/2017,13:40
170418-01,2,9,L,L,mean,comp,0,1,4/18/2017,13:40
170418-01,2,10,R,L,nice,comp,0,1,4/18/2017,13:40
170418-01,2,11,R,L,mean,play,0,0,4/18/2017,13:40
170418-01,2,12,L,R,polite,comp,0,1,4/18/2017,13:40
