170308-01,2,0,R,L,mean,nice,1,1,3/8/17,9:50
170308-01,2,1,R,L,polite,comp,1,0,3/8/17,9:50
170308-01,2,2,R,L,rude,play,0,0,3/8/17,9:50
170308-01,2,3,L,R,mean,play,0,0,3/8/17,9:50
170308-01,2,4,L,R,nice,play,0,1,3/8/17,9:50
170308-01,2,5,L,R,rude,comp,0,0,3/8/17,9:50
170308-01,2,6,R,L,polite,comp,0,1,3/8/17,9:50
170308-01,2,7,R,L,rude,play,1,1,3/8/17,9:50
170308-01,2,8,L,R,nice,comp,0,1,3/8/17,9:50
170308-01,2,9,R,L,mean,comp,1,1,3/8/17,9:50
170308-01,2,10,L,L,nice,play,1,1,3/8/17,9:50
170308-01,2,11,L,R,mean,comp,1,1,3/8/17,9:50
170308-01,2,12,R,L,polite,play,1,0,3/8/17,9:50
