170712-03,2,0,R,L,mean,nice,1,1,7/12/2017,9:10
170712-03,2,1,R,R,polite,comp,1,1,7/12/2017,9:10
170712-03,2,2,L,R,rude,play,1,1,7/12/2017,9:10
170712-03,2,3,R,L,mean,play,1,1,7/12/2017,9:10
170712-03,2,4,R,R,nice,play,1,1,7/12/2017,9:10
170712-03,2,5,R,L,rude,undefined,1,1,7/12/2017,9:10
170712-03,2,6,L,L,polite,comp,1,1,7/12/2017,9:10
170712-03,2,7,R,L,rude,comp,1,1,7/12/2017,9:10
170712-03,2,8,R,R,nice,play,1,1,7/12/2017,9:10
170712-03,2,9,R,L,mean,comp,1,1,7/12/2017,9:10
170712-03,2,10,L,L,nice,comp,1,1,7/12/2017,9:10
170712-03,2,11,L,R,mean,play,1,1,7/12/2017,9:10
170712-03,2,12,R,R,polite,comp,1,1,7/12/2017,9:10
